age,gender,state,category,annual_income,occupation,employment_status,education_level,family_size,land_holding,bpl_card,disability_status,scheme_name,scheme_category,eligible,citizen_id
45,Female,Karnataka,SC,651247.3,Government Employee,Employed,Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,552
45,Female,Karnataka,SC,651247.3,Government Employee,Employed,Graduate,6,0.0,False,False,Post Matric Scholarship,Education,False,552
45,Female,Karnataka,SC,651247.3,Government Employee,Employed,Graduate,6,0.0,False,False,Ayushman Bharat,Healthcare,False,552
45,Female,Karnataka,SC,651247.3,Government Employee,Employed,Graduate,6,0.0,False,False,PM Awas Yojana,Housing,False,552
45,Female,Karnataka,SC,651247.3,Government Employee,Employed,Graduate,6,0.0,False,False,Skill India,Employment,False,552
54,Female,Delhi,ST,188741.48,Farmer,Self-Employed,Primary,5,7.17,False,False,PM Kisan,Agriculture,True,553
54,Female,Delhi,ST,188741.48,Farmer,Self-Employed,Primary,5,7.17,False,False,Post Matric Scholarship,Education,False,553
54,Female,Delhi,ST,188741.48,Farmer,Self-Employed,Primary,5,7.17,False,False,Ayushman Bharat,Healthcare,False,553
54,Female,Delhi,ST,188741.48,Farmer,Self-Employed,Primary,5,7.17,False,False,PM Awas Yojana,Housing,False,553
54,Female,Delhi,ST,188741.48,Farmer,Self-Employed,Primary,5,7.17,False,False,Skill India,Employment,False,553
69,Female,Kerala,OBC,483690.5,Retired,Retired,Post Graduate,5,4.84,False,True,PM Kisan,Agriculture,False,554
69,Female,Kerala,OBC,483690.5,Retired,Retired,Post Graduate,5,4.84,False,True,Post Matric Scholarship,Education,False,554
69,Female,Kerala,OBC,483690.5,Retired,Retired,Post Graduate,5,4.84,False,True,Ayushman Bharat,Healthcare,False,554
69,Female,Kerala,OBC,483690.5,Retired,Retired,Post Graduate,5,4.84,False,True,PM Awas Yojana,Housing,False,554
69,Female,Kerala,OBC,483690.5,Retired,Retired,Post Graduate,5,4.84,False,True,Skill India,Employment,False,554
57,Other,Karnataka,OBC,647056.58,Private Employee,Employed,Diploma,4,0.0,False,False,PM Kisan,Agriculture,False,555
57,Other,Karnataka,OBC,647056.58,Private Employee,Employed,Diploma,4,0.0,False,False,Post Matric Scholarship,Education,False,555
57,Other,Karnataka,OBC,647056.58,Private Employee,Employed,Diploma,4,0.0,False,False,Ayushman Bharat,Healthcare,False,555
57,Other,Karnataka,OBC,647056.58,Private Employee,Employed,Diploma,4,0.0,False,False,PM Awas Yojana,Housing,False,555
57,Other,Karnataka,OBC,647056.58,Private Employee,Employed,Diploma,4,0.0,False,False,Skill India,Employment,False,555
39,Other,Maharashtra,OBC,0.0,Homemaker,Unemployed,Primary,6,2.79,True,False,PM Kisan,Agriculture,False,556
39,Other,Maharashtra,OBC,0.0,Homemaker,Unemployed,Primary,6,2.79,True,False,Post Matric Scholarship,Education,False,556
39,Other,Maharashtra,OBC,0.0,Homemaker,Unemployed,Primary,6,2.79,True,False,Ayushman Bharat,Healthcare,True,556
39,Other,Maharashtra,OBC,0.0,Homemaker,Unemployed,Primary,6,2.79,True,False,PM Awas Yojana,Housing,True,556
39,Other,Maharashtra,OBC,0.0,Homemaker,Unemployed,Primary,6,2.79,True,False,Skill India,Employment,False,556
22,Other,Maharashtra,OBC,48042.04,Student,Student,Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,557
22,Other,Maharashtra,OBC,48042.04,Student,Student,Graduate,6,0.0,False,False,Post Matric Scholarship,Education,True,557
22,Other,Maharashtra,OBC,48042.04,Student,Student,Graduate,6,0.0,False,False,Ayushman Bharat,Healthcare,False,557
22,Other,Maharashtra,OBC,48042.04,Student,Student,Graduate,6,0.0,False,False,PM Awas Yojana,Housing,False,557
22,Other,Maharashtra,OBC,48042.04,Student,Student,Graduate,6,0.0,False,False,Skill India,Employment,True,557
52,Male,Maharashtra,ST,1038621.43,Private Employee,Employed,Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,558
52,Male,Maharashtra,ST,1038621.43,Private Employee,Employed,Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,558
52,Male,Maharashtra,ST,1038621.43,Private Employee,Employed,Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,558
52,Male,Maharashtra,ST,1038621.43,Private Employee,Employed,Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,558
52,Male,Maharashtra,ST,1038621.43,Private Employee,Employed,Graduate,6,0.0,False,True,Skill India,Employment,False,558
37,Male,Tamil Nadu,General,968437.05,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,559
37,Male,Tamil Nadu,General,968437.05,Private Employee,Employed,Post Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,559
37,Male,Tamil Nadu,General,968437.05,Private Employee,Employed,Post Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,559
37,Male,Tamil Nadu,General,968437.05,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,559
37,Male,Tamil Nadu,General,968437.05,Private Employee,Employed,Post Graduate,6,0.0,False,True,Skill India,Employment,False,559
29,Other,Karnataka,General,500211.19,Private Employee,Employed,Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,560
29,Other,Karnataka,General,500211.19,Private Employee,Employed,Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,560
29,Other,Karnataka,General,500211.19,Private Employee,Employed,Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,560
29,Other,Karnataka,General,500211.19,Private Employee,Employed,Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,560
29,Other,Karnataka,General,500211.19,Private Employee,Employed,Graduate,2,0.0,False,True,Skill India,Employment,False,560
22,Female,Maharashtra,ST,109285.08,Student,Student,Diploma,3,0.0,True,False,PM Kisan,Agriculture,False,561
22,Female,Maharashtra,ST,109285.08,Student,Student,Diploma,3,0.0,True,False,Post Matric Scholarship,Education,False,561
22,Female,Maharashtra,ST,109285.08,Student,Student,Diploma,3,0.0,True,False,Ayushman Bharat,Healthcare,True,561
22,Female,Maharashtra,ST,109285.08,Student,Student,Diploma,3,0.0,True,False,PM Awas Yojana,Housing,True,561
22,Female,Maharashtra,ST,109285.08,Student,Student,Diploma,3,0.0,True,False,Skill India,Employment,False,561
32,Male,Delhi,OBC,837900.22,Private Employee,Employed,Diploma,2,0.0,False,True,PM Kisan,Agriculture,False,562
32,Male,Delhi,OBC,837900.22,Private Employee,Employed,Diploma,2,0.0,False,True,Post Matric Scholarship,Education,False,562
32,Male,Delhi,OBC,837900.22,Private Employee,Employed,Diploma,2,0.0,False,True,Ayushman Bharat,Healthcare,False,562
32,Male,Delhi,OBC,837900.22,Private Employee,Employed,Diploma,2,0.0,False,True,PM Awas Yojana,Housing,False,562
32,Male,Delhi,OBC,837900.22,Private Employee,Employed,Diploma,2,0.0,False,True,Skill India,Employment,False,562
56,Other,Karnataka,ST,174859.34,Farmer,Self-Employed,Secondary,5,1.4,False,True,PM Kisan,Agriculture,True,563
56,Other,Karnataka,ST,174859.34,Farmer,Self-Employed,Secondary,5,1.4,False,True,Post Matric Scholarship,Education,False,563
56,Other,Karnataka,ST,174859.34,Farmer,Self-Employed,Secondary,5,1.4,False,True,Ayushman Bharat,Healthcare,False,563
56,Other,Karnataka,ST,174859.34,Farmer,Self-Employed,Secondary,5,1.4,False,True,PM Awas Yojana,Housing,False,563
56,Other,Karnataka,ST,174859.34,Farmer,Self-Employed,Secondary,5,1.4,False,True,Skill India,Employment,False,563
22,Other,Karnataka,General,9310.43,Student,Student,Higher Secondary,6,0.0,True,True,PM Kisan,Agriculture,False,564
22,Other,Karnataka,General,9310.43,Student,Student,Higher Secondary,6,0.0,True,True,Post Matric Scholarship,Education,True,564
22,Other,Karnataka,General,9310.43,Student,Student,Higher Secondary,6,0.0,True,True,Ayushman Bharat,Healthcare,True,564
22,Other,Karnataka,General,9310.43,Student,Student,Higher Secondary,6,0.0,True,True,PM Awas Yojana,Housing,True,564
22,Other,Karnataka,General,9310.43,Student,Student,Higher Secondary,6,0.0,True,True,Skill India,Employment,True,564
18,Female,Delhi,General,19212.36,Student,Student,Higher Secondary,6,0.0,False,False,PM Kisan,Agriculture,False,565
18,Female,Delhi,General,19212.36,Student,Student,Higher Secondary,6,0.0,False,False,Post Matric Scholarship,Education,True,565
18,Female,Delhi,General,19212.36,Student,Student,Higher Secondary,6,0.0,False,False,Ayushman Bharat,Healthcare,False,565
18,Female,Delhi,General,19212.36,Student,Student,Higher Secondary,6,0.0,False,False,PM Awas Yojana,Housing,False,565
18,Female,Delhi,General,19212.36,Student,Student,Higher Secondary,6,0.0,False,False,Skill India,Employment,True,565
23,Female,Tamil Nadu,General,47244.11,Student,Student,Graduate,5,0.0,True,False,PM Kisan,Agriculture,False,566
23,Female,Tamil Nadu,General,47244.11,Student,Student,Graduate,5,0.0,True,False,Post Matric Scholarship,Education,True,566
23,Female,Tamil Nadu,General,47244.11,Student,Student,Graduate,5,0.0,True,False,Ayushman Bharat,Healthcare,True,566
23,Female,Tamil Nadu,General,47244.11,Student,Student,Graduate,5,0.0,True,False,PM Awas Yojana,Housing,True,566
23,Female,Tamil Nadu,General,47244.11,Student,Student,Graduate,5,0.0,True,False,Skill India,Employment,True,566
20,Male,Delhi,General,146422.68,Student,Unemployed,Diploma,6,0.0,True,False,PM Kisan,Agriculture,False,567
20,Male,Delhi,General,146422.68,Student,Unemployed,Diploma,6,0.0,True,False,Post Matric Scholarship,Education,False,567
20,Male,Delhi,General,146422.68,Student,Unemployed,Diploma,6,0.0,True,False,Ayushman Bharat,Healthcare,True,567
20,Male,Delhi,General,146422.68,Student,Unemployed,Diploma,6,0.0,True,False,PM Awas Yojana,Housing,True,567
20,Male,Delhi,General,146422.68,Student,Unemployed,Diploma,6,0.0,True,False,Skill India,Employment,False,567
22,Other,Delhi,SC,1452793.93,Private Employee,Employed,Post Graduate,4,0.0,False,False,PM Kisan,Agriculture,False,568
22,Other,Delhi,SC,1452793.93,Private Employee,Employed,Post Graduate,4,0.0,False,False,Post Matric Scholarship,Education,False,568
22,Other,Delhi,SC,1452793.93,Private Employee,Employed,Post Graduate,4,0.0,False,False,Ayushman Bharat,Healthcare,False,568
22,Other,Delhi,SC,1452793.93,Private Employee,Employed,Post Graduate,4,0.0,False,False,PM Awas Yojana,Housing,False,568
22,Other,Delhi,SC,1452793.93,Private Employee,Employed,Post Graduate,4,0.0,False,False,Skill India,Employment,False,568
26,Other,Kerala,OBC,1153743.83,Private Employee,Employed,Post Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,569
26,Other,Kerala,OBC,1153743.83,Private Employee,Employed,Post Graduate,6,0.0,False,False,Post Matric Scholarship,Education,False,569
26,Other,Kerala,OBC,1153743.83,Private Employee,Employed,Post Graduate,6,0.0,False,False,Ayushman Bharat,Healthcare,False,569
26,Other,Kerala,OBC,1153743.83,Private Employee,Employed,Post Graduate,6,0.0,False,False,PM Awas Yojana,Housing,False,569
26,Other,Kerala,OBC,1153743.83,Private Employee,Employed,Post Graduate,6,0.0,False,False,Skill India,Employment,False,569
31,Female,Delhi,General,219309.99,Farmer,Self-Employed,Secondary,6,6.7,True,True,PM Kisan,Agriculture,False,570
31,Female,Delhi,General,219309.99,Farmer,Self-Employed,Secondary,6,6.7,True,True,Post Matric Scholarship,Education,False,570
31,Female,Delhi,General,219309.99,Farmer,Self-Employed,Secondary,6,6.7,True,True,Ayushman Bharat,Healthcare,True,570
31,Female,Delhi,General,219309.99,Farmer,Self-Employed,Secondary,6,6.7,True,True,PM Awas Yojana,Housing,True,570
31,Female,Delhi,General,219309.99,Farmer,Self-Employed,Secondary,6,6.7,True,True,Skill India,Employment,False,570
39,Female,Karnataka,SC,142974.1,Farmer,Self-Employed,Secondary,5,6.47,False,False,PM Kisan,Agriculture,True,571
39,Female,Karnataka,SC,142974.1,Farmer,Self-Employed,Secondary,5,6.47,False,False,Post Matric Scholarship,Education,False,571
39,Female,Karnataka,SC,142974.1,Farmer,Self-Employed,Secondary,5,6.47,False,False,Ayushman Bharat,Healthcare,False,571
39,Female,Karnataka,SC,142974.1,Farmer,Self-Employed,Secondary,5,6.47,False,False,PM Awas Yojana,Housing,False,571
39,Female,Karnataka,SC,142974.1,Farmer,Self-Employed,Secondary,5,6.47,False,False,Skill India,Employment,False,571
63,Other,Tamil Nadu,General,893788.18,Business,Self-Employed,Higher Secondary,3,3.13,False,True,PM Kisan,Agriculture,False,572
63,Other,Tamil Nadu,General,893788.18,Business,Self-Employed,Higher Secondary,3,3.13,False,True,Post Matric Scholarship,Education,False,572
63,Other,Tamil Nadu,General,893788.18,Business,Self-Employed,Higher Secondary,3,3.13,False,True,Ayushman Bharat,Healthcare,False,572
63,Other,Tamil Nadu,General,893788.18,Business,Self-Employed,Higher Secondary,3,3.13,False,True,PM Awas Yojana,Housing,False,572
63,Other,Tamil Nadu,General,893788.18,Business,Self-Employed,Higher Secondary,3,3.13,False,True,Skill India,Employment,False,572
22,Other,Maharashtra,General,37564.47,Student,Student,Higher Secondary,3,0.0,True,False,PM Kisan,Agriculture,False,573
22,Other,Maharashtra,General,37564.47,Student,Student,Higher Secondary,3,0.0,True,False,Post Matric Scholarship,Education,True,573
22,Other,Maharashtra,General,37564.47,Student,Student,Higher Secondary,3,0.0,True,False,Ayushman Bharat,Healthcare,True,573
22,Other,Maharashtra,General,37564.47,Student,Student,Higher Secondary,3,0.0,True,False,PM Awas Yojana,Housing,True,573
22,Other,Maharashtra,General,37564.47,Student,Student,Higher Secondary,3,0.0,True,False,Skill India,Employment,True,573
32,Other,Maharashtra,ST,1267054.45,Business,Self-Employed,Graduate,5,4.16,False,True,PM Kisan,Agriculture,False,574
32,Other,Maharashtra,ST,1267054.45,Business,Self-Employed,Graduate,5,4.16,False,True,Post Matric Scholarship,Education,False,574
32,Other,Maharashtra,ST,1267054.45,Business,Self-Employed,Graduate,5,4.16,False,True,Ayushman Bharat,Healthcare,False,574
32,Other,Maharashtra,ST,1267054.45,Business,Self-Employed,Graduate,5,4.16,False,True,PM Awas Yojana,Housing,False,574
32,Other,Maharashtra,ST,1267054.45,Business,Self-Employed,Graduate,5,4.16,False,True,Skill India,Employment,False,574
50,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,0.29,False,False,PM Kisan,Agriculture,False,575
50,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,0.29,False,False,Post Matric Scholarship,Education,False,575
50,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,0.29,False,False,Ayushman Bharat,Healthcare,False,575
50,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,0.29,False,False,PM Awas Yojana,Housing,False,575
50,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,0.29,False,False,Skill India,Employment,False,575
58,Other,Delhi,SC,0.0,Homemaker,Unemployed,Secondary,7,1.12,False,False,PM Kisan,Agriculture,False,576
58,Other,Delhi,SC,0.0,Homemaker,Unemployed,Secondary,7,1.12,False,False,Post Matric Scholarship,Education,False,576
58,Other,Delhi,SC,0.0,Homemaker,Unemployed,Secondary,7,1.12,False,False,Ayushman Bharat,Healthcare,False,576
58,Other,Delhi,SC,0.0,Homemaker,Unemployed,Secondary,7,1.12,False,False,PM Awas Yojana,Housing,False,576
58,Other,Delhi,SC,0.0,Homemaker,Unemployed,Secondary,7,1.12,False,False,Skill India,Employment,False,576
19,Male,Delhi,OBC,64529.6,Unemployed,Unemployed,Secondary,7,0.0,False,False,PM Kisan,Agriculture,False,577
19,Male,Delhi,OBC,64529.6,Unemployed,Unemployed,Secondary,7,0.0,False,False,Post Matric Scholarship,Education,False,577
19,Male,Delhi,OBC,64529.6,Unemployed,Unemployed,Secondary,7,0.0,False,False,Ayushman Bharat,Healthcare,False,577
19,Male,Delhi,OBC,64529.6,Unemployed,Unemployed,Secondary,7,0.0,False,False,PM Awas Yojana,Housing,False,577
19,Male,Delhi,OBC,64529.6,Unemployed,Unemployed,Secondary,7,0.0,False,False,Skill India,Employment,True,577
30,Other,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,5,1.32,True,True,PM Kisan,Agriculture,False,578
30,Other,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,5,1.32,True,True,Post Matric Scholarship,Education,False,578
30,Other,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,5,1.32,True,True,Ayushman Bharat,Healthcare,True,578
30,Other,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,5,1.32,True,True,PM Awas Yojana,Housing,True,578
30,Other,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,5,1.32,True,True,Skill India,Employment,False,578
21,Female,Tamil Nadu,ST,493970.85,Private Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,579
21,Female,Tamil Nadu,ST,493970.85,Private Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,579
21,Female,Tamil Nadu,ST,493970.85,Private Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,579
21,Female,Tamil Nadu,ST,493970.85,Private Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,579
21,Female,Tamil Nadu,ST,493970.85,Private Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,579
47,Male,Tamil Nadu,General,380420.8,Private Employee,Employed,Graduate,3,0.0,False,True,PM Kisan,Agriculture,False,580
47,Male,Tamil Nadu,General,380420.8,Private Employee,Employed,Graduate,3,0.0,False,True,Post Matric Scholarship,Education,False,580
47,Male,Tamil Nadu,General,380420.8,Private Employee,Employed,Graduate,3,0.0,False,True,Ayushman Bharat,Healthcare,False,580
47,Male,Tamil Nadu,General,380420.8,Private Employee,Employed,Graduate,3,0.0,False,True,PM Awas Yojana,Housing,False,580
47,Male,Tamil Nadu,General,380420.8,Private Employee,Employed,Graduate,3,0.0,False,True,Skill India,Employment,False,580
34,Male,Maharashtra,OBC,531772.04,Government Employee,Employed,Post Graduate,3,0.0,False,True,PM Kisan,Agriculture,False,581
34,Male,Maharashtra,OBC,531772.04,Government Employee,Employed,Post Graduate,3,0.0,False,True,Post Matric Scholarship,Education,False,581
34,Male,Maharashtra,OBC,531772.04,Government Employee,Employed,Post Graduate,3,0.0,False,True,Ayushman Bharat,Healthcare,False,581
34,Male,Maharashtra,OBC,531772.04,Government Employee,Employed,Post Graduate,3,0.0,False,True,PM Awas Yojana,Housing,False,581
34,Male,Maharashtra,OBC,531772.04,Government Employee,Employed,Post Graduate,3,0.0,False,True,Skill India,Employment,False,581
38,Female,Kerala,ST,901706.67,Government Employee,Employed,Graduate,5,0.0,False,False,PM Kisan,Agriculture,False,582
38,Female,Kerala,ST,901706.67,Government Employee,Employed,Graduate,5,0.0,False,False,Post Matric Scholarship,Education,False,582
38,Female,Kerala,ST,901706.67,Government Employee,Employed,Graduate,5,0.0,False,False,Ayushman Bharat,Healthcare,False,582
38,Female,Kerala,ST,901706.67,Government Employee,Employed,Graduate,5,0.0,False,False,PM Awas Yojana,Housing,False,582
38,Female,Kerala,ST,901706.67,Government Employee,Employed,Graduate,5,0.0,False,False,Skill India,Employment,False,582
38,Female,Maharashtra,ST,78757.18,Unemployed,Unemployed,Secondary,2,0.0,True,True,PM Kisan,Agriculture,False,583
38,Female,Maharashtra,ST,78757.18,Unemployed,Unemployed,Secondary,2,0.0,True,True,Post Matric Scholarship,Education,False,583
38,Female,Maharashtra,ST,78757.18,Unemployed,Unemployed,Secondary,2,0.0,True,True,Ayushman Bharat,Healthcare,True,583
